Database,Module,Pathway,pvalue,pvalue_adj,NumberOfOverlap,NumberOfGenesInPathway,Odds.Ratio,Combined.Score,Genes
25258,GO_Biological_Process_2021,4,regulation of mRNA stability (GO:0043488),7.08265857475041e-05,0.00793118966961744,18,146,3.11721484830805,29.7858486098023,PSMD12;NPM1;YTHDF1;SET;PSMD13;DIS3;METTL3;PSMA7;PSMB9;PSMA5;EXOSC7;PSMA3;PSMD4;KHSRP;PSMB1;PSMC2;EXOSC1;PAIP1
28001,Reactome_2016,4,Cargo concentration in the ER Homo sapiens R-HSA-5694530,6.80294023029886e-05,0.00793118966961744,8,33,7.04959630911188,67.6448987995927,LMAN1;MCFD2;SERPINA1;SAR1B;LMAN2;SEC22B;SEC24C;CNIH3
28002,Reactome_2016,4,G2/M Transition Homo sapiens R-HSA-69275,7.21017242692494e-05,0.00793118966961744,20,173,2.90058479532164,27.6641319830369,PSMD12;PSMD13;TUBB;CEP164;CCP110;PSMA7;PSMB9;PSMA5;NEDD1;ACTR1A;PSMA3;TUBA1A;PSMD4;PPP2R1A;PSMB1;PSMC2;CEP250;TUBGCP6;TUBGCP4;TP53
28989,KEGG_2021_Human,4,Ribosome biogenesis in eukaryotes,7.16047447894986e-05,0.00793118966961744,15,108,3.56939234808702,34.0675270668547,NOP56;WDR36;REXO1;UTP4;CSNK2A2;NAT10;SNU13;GNL2;GNL3;LSG1;TCOF1;DKC1;BMS1;MPHOSPH10;RIOK1
58250,GO_Biological_Process_2021,3,regulation of chromatin binding (GO:0035561),0.000183312608211234,0.0079629204681514,5,12,13.6201950659782,117.192484406518,HMBOX1;BTAF1;ZNF618;PARP9;WAPL
58251,GO_Biological_Process_2021,3,protein deubiquitination (GO:0016579),0.000184091751894444,0.0079629204681514,28,267,2.25881219710424,19.4259571815705,TRRAP;USP10;USP33;WDR20;FOXK2;FOXK1;ARRB2;ACTB;RHOT1;STAMBPL1;EP300;SMAD2;USP8;USP47;USP25;SMAD3;USP9X;USP4;USP3;INO80;DDB2;ASXL1;APC;TRAF3;PSME4;ASXL2;MDM2;MDM4
57245,Reactome_2016,16,Macroautophagy Homo sapiens R-HSA-1632852,0.000419218737029885,0.0079979644264658,5,67,8.70350784417416,67.6882051580514,MAP1LC3B;ULK1;ATG4A;WDR45;PRKAB1
4983,GO_Biological_Process_2021,5,positive regulation of protein catabolic process (GO:0045732),0.000556114107639938,0.0080708043441894,11,85,3.60812525723693,27.041228440173,PRKN;GSK3B;HSP90AA1;SMURF2;SMURF1;FAF1;NEDD4L;TNFRSF1B;ATG7;SORL1;RAB7A
4984,GO_Biological_Process_2021,5,interleukin-6-mediated signaling pathway (GO:0070102),0.000557628575240787,0.0080708043441894,5,18,9.29471032745592,69.6342730516836,FER;STAT3;IL6ST;JAK2;IL6R
4985,GO_Biological_Process_2021,5,positive regulation of cardiac muscle hypertrophy (GO:0010613),0.000557628575240787,0.0080708043441894,5,18,9.29471032745592,69.6342730516836,MEF2A;CAMK2D;ROCK1;PRKCA;IL6ST
8636,Reactome_2016,5,Insulin receptor signalling cascade Homo sapiens R-HSA-74751,0.000553277647995012,0.0080708043441894,24,287,2.22991291549123,16.723567749105,MAP2K1;CAMK2D;CAB39;PDE3B;PRKAG2;BRAF;IRS2;ARRB1;PIK3R1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
10024,GWAS_Catalog_2019,5,Asthma,0.000557610057770041,0.0080708043441894,19,204,2.50383922383922,18.7583895443403,ITSN2;NCOA1;CELF2;VPS13C;JMJD1C;ARID4B;C20ORF194;FBXO11;LPP;SLC8A1;ETV6;RAD51B;ATRN;FER;KIF16B;TRPS1;SAMD12;IL6R;ZNF652
4986,GO_Biological_Process_2021,5,negative regulation of gene expression (GO:0010629),0.000565073874193524,0.00811145399880194,26,322,2.14822034194609,16.0655820128387,RB1;PRKN;CELF1;HIF1A;HDAC9;ZFP36L2;DIP2A;ZNF148;JARID2;HAVCR2;SRGN;MSR1;MEF2C;MAP2K1;SFMBT2;SLC11A1;DNMT3A;ADAM10;PARP14;RUNX1;NCOR2;NCOR1;CPEB3;TNRC6A;PICALM;TNRC6B
4987,GO_Biological_Process_2021,5,chromatin organization (GO:0006325),0.000567292896618791,0.00811145399880194,15,142,2.87351357865981,21.4784646366967,RB1;HDAC4;SETD5;SETD2;PBRM1;KDM4C;ATRX;BAZ2B;ARID1A;SMARCA2;PADI2;BRWD1;JARID2;BPTF;KDM6A
4988,GO_Biological_Process_2021,5,phagocytosis, engulfment (GO:0006911),0.000570750517828197,0.00811145399880194,7,37,5.64802188552189,42.1825811003879,MSR1;ITGAM;GSN;ELMO1;ARHGAP25;XKR6;ARHGAP12
4989,GO_Biological_Process_2021,5,regulation of erythrocyte differentiation (GO:0045646),0.000570750517828197,0.00811145399880194,7,37,5.64802188552189,42.1825811003879,LYN;CDK6;STAT3;NCKAP1L;FOXO3;HIF1A;ZFP36L1
4990,GO_Biological_Process_2021,5,regulation of interleukin-2 production (GO:0032663),0.00057249356782971,0.00811145399880194,8,48,4.84475347661188,36.168550962604,CD86;PTPRC;NAV3;PDE4B;PLCG2;CARD11;HAVCR2;RUNX1
4991,GO_Biological_Process_2021,5,negative regulation of actin filament bundle assembly (GO:0032232),0.000574674577224838,0.00811145399880194,6,27,6.91046658259773,51.5638743159774,PRKN;PIK3R1;ARHGAP6;WASF2;CLASP1;CLASP2
4992,GO_Biological_Process_2021,5,positive regulation of gene silencing by miRNA (GO:2000637),0.000574674577224838,0.00811145399880194,6,27,6.91046658259773,51.5638743159774,DDX5;MAP2K1;STAT3;PUM1;PUM2;TNRC6B
8637,Reactome_2016,5,Integrin alphaIIb beta3 signaling Homo sapiens R-HSA-354192,0.000574674577224838,0.00811145399880194,6,27,6.91046658259773,51.5638743159774,APBB1IP;RAP1A;SYK;GRB2;SOS1;PTK2
9516,BioCarta_2016,5,Control of Gene Expression by Vitamin D Receptor Homo sapiens h vdrPathway,0.000574674577224838,0.00811145399880194,6,27,6.91046658259773,51.5638743159774,NCOA1;NCOA2;CREBBP;NCOR1;NCOA3;ARID1A
9517,BioCarta_2016,5,Transcription factor CREB and its extracellular signals Homo sapiens h crebPathway,0.000574674577224838,0.00811145399880194,6,27,6.91046658259773,51.5638743159774,CAMK2D;PRKCB;PRKCA;GRB2;PIK3R1;SOS1
10025,GWAS_Catalog_2019,5,Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular),0.000570750517828197,0.00811145399880194,7,37,5.64802188552189,42.1825811003879,ATXN2;IL6R;SH2B3;PTPN2;ZFP36L1;JAZF1;RUNX1
39179,GO_Biological_Process_2021,9,ventricular cardiac muscle tissue morphogenesis (GO:0055010),0.00032027563396595,0.008123957115357,5,34,9.60717084639498,77.3024533233674,RYR2;NRG1;LRP2;ZFPM2;FGFR2
41960,GWAS_Catalog_2019,9,Protein quantitative trait loci,0.000315963120905426,0.008123957115357,6,52,7.28242289111854,58.6954914402176,KIRREL3;CACNB2;DYSF;CNTN1;CTNNA2;ROBO1
41961,GWAS_Catalog_2019,9,Serum metabolite concentrations in chronic kidney disease,0.00032027563396595,0.008123957115357,5,34,9.60717084639498,77.3024533233674,NTRK2;PTPRN2;SLIT2;FGF12;CDH18
8638,Reactome_2016,5,IGF1R signaling cascade Homo sapiens R-HSA-2428924,0.000581390610336638,0.00813297981022257,24,288,2.22134897360704,16.5492447102414,MAP2K1;CAMK2D;CAB39;PDE3B;PRKAG2;BRAF;IRS2;ARRB1;PIK3R1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
8639,Reactome_2016,5,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192,0.000581390610336638,0.00813297981022257,24,288,2.22134897360704,16.5492447102414,MAP2K1;CAMK2D;CAB39;PDE3B;PRKAG2;BRAF;IRS2;ARRB1;PIK3R1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
8640,Reactome_2016,5,IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928,0.000581390610336638,0.00813297981022257,24,288,2.22134897360704,16.5492447102414,MAP2K1;CAMK2D;CAB39;PDE3B;PRKAG2;BRAF;IRS2;ARRB1;PIK3R1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
9752,KEGG_2021_Human,5,Serotonergic synapse,0.000578428012301066,0.00813297981022257,13,113,3.15919847328244,23.5524452669331,MAP2K1;PRKCB;CACNA1A;ITPR2;PLA2G4A;PRKCA;CACNA1D;BRAF;GNAQ;ALOX5;GNG7;GNB1;GNB4
32890,GO_Biological_Process_2021,0,cellular response to amino acid starvation (GO:0034198),6.40824469816447e-05,0.00816331906243727,14,74,3.89946666666667,37.6506767566504,SH3GLB1;ATP6V1A;ATF2;CEBPB;WDR59;MIOS;EIF2AK2;EIF2AK4;ITFG2;MTOR;SESN3;RHEB;BMT2;ATP6V1B2
36687,Reactome_2016,0,Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202,6.40824469816447e-05,0.00816331906243727,14,74,3.89946666666667,37.6506767566504,NUP205;POM121;NUP107;CPSF2;THOC1;NUP153;NUP160;NUP93;POM121C;TPR;SRSF5;NUPL2;SRSF7;EIF4E
63222,KEGG_2021_Human,3,Focal adhesion,0.000190667745024086,0.0081908773752813,23,201,2.48663288986926,21.2979564920089,ITGB5;ROCK2;PIK3CD;PIK3CB;ACTB;ARHGAP35;RAP1B;PAK1;MAPK8;PARVG;PIK3CA;PDGFC;PIP5K1A;CTNNB1;MAPK1;PIP5K1B;ITGAV;RAC1;RAF1;PPP1R12B;PAK2;CRK;SOS2
63223,KEGG_2021_Human,3,Adherens junction,0.000192631801073663,0.00819208665887737,12,71,3.89504892803894,33.3210917510955,FARP2;TCF7L2;SMAD3;CTNND1;CTNNA1;PTPRM;EP300;MAPK1;CTNNB1;RAC1;NLK;ACTB
32891,GO_Biological_Process_2021,0,nuclear pore organization (GO:0006999),6.80376144677167e-05,0.00832280672220351,6,14,12.479920564872,119.750451934482,NUP93;AHCTF1;NUP205;NUP107;TPR;NUP153
32892,GO_Biological_Process_2021,0,glycerophospholipid biosynthetic process (GO:0046474),6.93345000888469e-05,0.00832280672220351,24,177,2.63191769981535,25.2047386617913,AGPAT5;MTMR1;VAC14;SLC27A1;ARF1;CSNK2A1;PLEKHA1;SACM1L;MTMR14;INPPL1;DDHD1;DGKZ;CRLS1;PIK3C2B;RUFY1;PGS1;FIG4;SYNJ1;RAB14;PIK3C3;PI4KB;CEPT1;RAB5A;CDS2
36688,Reactome_2016,0,Rev-mediated nuclear export of HIV RNA Homo sapiens R-HSA-165054,6.78969962945458e-05,0.00832280672220351,9,33,6.25121681415929,59.9961706565472,NUP93;POM121;NUP205;NUP107;POM121C;TPR;NUP153;NUPL2;NUP160
57246,Reactome_2016,16,Amyloid fiber formation Homo sapiens R-HSA-977225,0.000449079587681278,0.00842120184079251,5,68,8.56492323705439,66.0210871247469,UBB;SIAH2;FURIN;RPS27A;UBA52
57794,KEGG_2021_Human,16,Mitophagy,0.000449079587681278,0.00842120184079251,5,68,8.56492323705439,66.0210871247469,UBB;TOMM7;ULK1;RPS27A;UBA52
41962,GWAS_Catalog_2019,9,General cognitive ability,0.00033476632916495,0.00843335999088142,15,299,2.98971460340993,23.9239288395508,RBFOX1;SYT1;NEGR1;CADM2;DCC;PDE4D;SLC4A10;DYSF;KALRN;SGCZ;RALYL;CAMK2N1;PHACTR3;PRKD1;MAPT
61931,Reactome_2016,3,Toll Like Receptor 10 (TLR10) Cascade Homo sapiens R-HSA-168142,0.000205542021238703,0.00848131287637594,13,82,3.60983981693364,30.6470348920686,MAP2K4;MAP3K1;FBXW11;CUL1;MAPK14;NFKB1;IKBKB;MAPK8;CREB1;RPS6KA1;MAPK1;BTRC;TLR5
61932,Reactome_2016,3,Toll Like Receptor 5 (TLR5) Cascade Homo sapiens R-HSA-168176,0.000205542021238703,0.00848131287637594,13,82,3.60983981693364,30.6470348920686,MAP2K4;MAP3K1;FBXW11;CUL1;MAPK14;NFKB1;IKBKB;MAPK8;CREB1;RPS6KA1;MAPK1;BTRC;TLR5
61933,Reactome_2016,3,MyD88 cascade initiated on plasma membrane Homo sapiens R-HSA-975871,0.000205542021238703,0.00848131287637594,13,82,3.60983981693364,30.6470348920686,MAP2K4;MAP3K1;FBXW11;CUL1;MAPK14;NFKB1;IKBKB;MAPK8;CREB1;RPS6KA1;MAPK1;BTRC;TLR5
63224,KEGG_2021_Human,3,C-type lectin receptor signaling pathway,0.000204306735565746,0.00848131287637594,15,104,3.23233128974178,27.4615248999811,PRKCD;ITPR1;NFATC3;PIK3CD;PIK3CB;MAPK14;NFKB1;IKBKB;MAPK8;PAK1;PIK3CA;MDM2;MAPK1;RAF1;MAP3K14
4996,GO_Biological_Process_2021,5,regulation of neuron death (GO:1901214),0.000615099886612842,0.0085283871446962,11,86,3.55983079526227,26.3204131010287,PRKN;GSK3B;GRID2;MEF2C;ITGAM;LRRK2;TNFRSF1B;SORL1;MAP3K5;SNCA;PICALM
39180,GO_Biological_Process_2021,9,potassium ion transport (GO:0006813),0.000345483168280748,0.0086043048027468,9,122,4.4697894415624,35.6267545791444,SLC24A2;KCND2;KCNC2;KCNIP2;KCNH8;KCNQ5;KCNAB1;NALCN;SLC9A1
41718,KEGG_2021_Human,9,Circadian entrainment,0.000346230862100741,0.0086043048027468,8,97,5.03628344225878,40.1311450240159,GRIA2;RYR2;GRIN2A;ADCY2;CACNA1C;PRKG1;GRIA4;GRIN1
4997,GO_Biological_Process_2021,5,activation of protein kinase activity (GO:0032147),0.000629519581826302,0.00863282104880839,13,114,3.12775552364397,23.0532897284949,CD86;SLC11A1;MAPKAP1;IL18;STK4;ADCY7;STK3;TGFBR2;CCDC88A;TAOK3;TAOK1;JAK2;MAP4K4
4998,GO_Biological_Process_2021,5,negative regulation of cell motility (GO:2000146),0.000629519581826302,0.00863282104880839,13,114,3.12775552364397,23.0532897284949,CD74;PTEN;PTPRJ;LDLRAD4;FOXO3;SRGAP2C;NAV3;NF1;SRGAP3;ARID2;SRGAP2;SRGAP1;SRGAP2B
4999,GO_Biological_Process_2021,5,response to lipid (GO:0033993),0.000629519581826302,0.00863282104880839,13,114,3.12775552364397,23.0532897284949,SLC11A1;STAT3;ERBIN;IRAK3;FOXO3;RPS6KA3;FER;PELI1;SPP1;TAB2;JAK2;PPARD;SNCA
10026,GWAS_Catalog_2019,5,Post bronchodilator FEV1/FVC ratio,0.000628558351359754,0.00863282104880839,19,206,2.47679967091732,18.259169508683,RB1;WWOX;CD74;DOCK5;SETD2;SP100;GRID2;ZFAND3;FAM13A;TET2;BTBD9;LYST;SUPT3H;SIPA1L1;DLG2;KIF16B;MGAT5;RIN3;TCF4
10027,GWAS_Catalog_2019,5,Allergic rhinitis,0.000629519581826302,0.00863282104880839,13,114,3.12775552364397,23.0532897284949,FTO;RERE;MANBA;CELF2;PLCL1;NFATC2;LPP;SPPL3;ATXN2;DLG1;SIK3;SH2B3;JAZF1
32893,GO_Biological_Process_2021,0,response to amino acid starvation (GO:1990928),7.47138921354348e-05,0.00863637249461822,14,75,3.83533697632058,36.4427755953447,SH3GLB1;ATP6V1A;ATF2;CEBPB;WDR59;MIOS;EIF2AK2;EIF2AK4;ITFG2;MTOR;SESN3;RHEB;BMT2;ATP6V1B2
36689,Reactome_2016,0,SUMOylation of DNA damage response and repair proteins Homo sapiens R-HSA-3108214,7.47138921354348e-05,0.00863637249461822,14,75,3.83533697632058,36.4427755953447,NUP205;POM121;NUP107;UBE2I;XPC;NUP153;RNF2;NUP160;HDAC7;NUP93;WRN;POM121C;TPR;NUPL2
58252,GO_Biological_Process_2021,3,negative regulation of apoptotic process (GO:0043066),0.000210680950947431,0.00863654198916529,43,485,1.88446660180051,15.9523219454818,YWHAE;PRKDC;ZFAND6;PSEN1;CBL;SH3RF1;MTDH;IKBKB;MAPK8;OPA1;DNAJB6;GRK5;RPS6KA1;MAPK1;PTK2B;APOE;PAK2;MAP2K5;BNIP3L;USP47;SEMA4D;KDM2B;MGMT;ANXA4;RHBDD1;PRKCD;CFLAR;HIPK3;NFKB1;DNAJC3;ITCH;SFPQ;GOLPH3;PIK3CA;TAX1BP1;CTNNB1;UBE2O;NAA15;GAS6;RAF1;NAIP;HSPA1A;BCL2L1
25259,GO_Biological_Process_2021,4,regulation of telomerase RNA localization to Cajal body (GO:1904872),8.13568003550274e-05,0.00874585603816545,6,18,10.9971231300345,103.556236950029,CCT6A;CCT2;DKC1;RUVBL1;CCT8;CCT5
58253,GO_Biological_Process_2021,3,protein localization to chromosome (GO:0034502),0.000217021139214068,0.00878165538806861,8,34,5.87899914788132,49.5923901615461,SLF2;TNKS2;XRCC4;TNKS;XRCC5;MCM9;WAPL;ATR
63002,BioCarta_2016,3,Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling Homo sapiens h At1rPathway,0.000217021139214068,0.00878165538806861,8,34,5.87899914788132,49.5923901615461,MAP2K4;PAK1;MAPK8;MAP3K1;PTK2B;MAPK1;RAC1;RAF1
28003,Reactome_2016,4,Mitotic G2-G2/M phases Homo sapiens R-HSA-453274,8.47270612562088e-05,0.00890575554981929,20,175,2.86285606489342,26.84235464438,PSMD12;PSMD13;TUBB;CEP164;CCP110;PSMA7;PSMB9;PSMA5;NEDD1;ACTR1A;PSMA3;TUBA1A;PSMD4;PPP2R1A;PSMB1;PSMC2;CEP250;TUBGCP6;TUBGCP4;TP53
32894,GO_Biological_Process_2021,0,modification-dependent protein catabolic process (GO:0019941),7.88422794706295e-05,0.00894788197192127,26,201,2.49434475677063,23.5667218247794,PSMD14;UBA6;UBR4;FBXO22;ATXN3;RNF114;OS9;RNF19A;RNF217;UBC;UBQLN1;RBBP6;PSMF1;HACE1;NDFIP1;UBE2I;UBE2B;UBE4A;UBE2G2;RC3H2;NPLOC4;CDC16;KLHL8;ANAPC5;FBXL4;SQSTM1
5000,GO_Biological_Process_2021,5,receptor internalization (GO:0031623),0.000660588561767273,0.00899980112303369,8,49,4.72634208010854,34.608069696028,GRK3;RAB31;SYK;ARRB1;GRB2;DNM2;SNCA;PICALM
8641,Reactome_2016,5,Mitochondrial biogenesis Homo sapiens R-HSA-1592230,0.000660588561767273,0.00899980112303369,8,49,4.72634208010854,34.608069696028,NCOA1;NCOA2;MEF2C;CREBBP;NCOR1;CHD9;TBL1XR1;PRKAG2
9518,BioCarta_2016,5,IL-2 Receptor Beta Chain in T cell Activation Homo sapiens h il2rbPathway,0.000660588561767273,0.00899980112303369,8,49,4.72634208010854,34.608069696028,RB1;CCND3;MAP2K1;CCNH;BCL2;GRB2;PIK3R1;SOS1
5001,GO_Biological_Process_2021,5,negative regulation of response to stimulus (GO:0048585),0.000666507233387192,0.0090216000683316,9,61,4.19525316455696,30.6818143864865,LYN;MAP3K3;CDK6;UBASH3B;VPS13C;ALOX5;AKT3;SH2B3;APPL2
8643,Reactome_2016,5,Frs2-mediated activation Homo sapiens R-HSA-170968,0.000669998914079877,0.00904931722960902,21,240,2.33957812444977,17.0981854858384,MAP2K1;CAMK2D;BRAF;IRS2;ARRB1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;RAPGEF1;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
5002,GO_Biological_Process_2021,5,regulation of axon extension (GO:0030516),0.000675802886148766,0.00908853366415089,7,38,5.46554252199414,39.8963240009218,GSK3B;MACF1;SHTN1;GOLGA4;DIP2B;RTN4;DNM2
10028,GWAS_Catalog_2019,5,Corneal structure,0.000675802886148766,0.00908853366415089,7,38,5.46554252199414,39.8963240009218,PPP3CA;AKAP13;CHSY1;TBL1XR1;LRRK1;LPAR1;FNDC3B
58254,GO_Biological_Process_2021,3,stress-activated MAPK cascade (GO:0051403),0.00022709971651687,0.00913057321790902,11,62,4.1281045751634,34.6352983605363,IKBKB;MAP2K4;MAPK8;FBXW11;CUL1;MAPK1;CCM2;BTRC;MAPK14;MAP4K3;NFKB1
50153,GO_Biological_Process_2021,10,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.000101163362241862,0.00917696214622607,7,78,7.2030472799623,66.259203318259,MFSD6;HLA-B;HLA-C;TAP1;HLA-A;HLA-F;TAPBP
52570,KEGG_2021_Human,10,Antigen processing and presentation,0.000101163362241862,0.00917696214622607,7,78,7.2030472799623,66.259203318259,HLA-B;HLA-C;TAP1;KLRD1;HLA-A;HLA-F;TAPBP
5003,GO_Biological_Process_2021,5,regulation of stress fiber assembly (GO:0051492),0.000695254173117258,0.00931016645924329,10,74,3.78980513307985,27.5565563842418,CCDC88A;ROCK1;LPAR1;EVL;PIK3R1;ARHGAP6;WASF2;TGFBR1;CLASP1;CLASP2
10029,GWAS_Catalog_2019,5,Chin dimples,0.000695254173117258,0.00931016645924329,10,74,3.78980513307985,27.5565563842418,ZEB2;BNC2;RSRC1;TBL1XR1;PLCL1;MVB12B;GTDC1;TCF4;ARHGAP15;SUPT3H
5004,GO_Biological_Process_2021,5,cellular response to interleukin-6 (GO:0071354),0.000706927074261522,0.00944629418847965,6,28,6.59601054683022,47.8513062811899,FER;STAT3;ST3GAL6;JAK2;IL6ST;IL6R
32895,GO_Biological_Process_2021,0,establishment of protein localization to organelle (GO:0072594),8.68483936519662e-05,0.00951066093290479,14,76,3.77327598566308,35.285211412641,LRSAM1;POM121;NUP107;PPP1R10;NUP153;PTTG1IP;IPO7;NUP93;IPO9;POM121C;LAMP2;TPR;HEATR3;APPL1
32896,GO_Biological_Process_2021,0,protein import into nucleus (GO:0006606),8.68483936519662e-05,0.00951066093290479,14,76,3.77327598566308,35.285211412641,POM121;NUP107;PPP1R10;NUP153;PTTG1IP;IPO7;NUP93;IPO9;POM121C;TPR;KPNA6;HEATR3;KPNA5;APPL1
32897,GO_Biological_Process_2021,0,regulation of gene silencing by miRNA (GO:0060964),8.84827583726268e-05,0.00952257547865408,13,67,4.02096901519637,37.5265089701069,NUP205;POM121;NUP107;DHX9;NUP153;ELAVL1;NUP160;NUP93;POM121C;POLR2B;TPR;AGO2;PPARG
37941,KEGG_2021_Human,0,Tuberculosis,9.0722334119992e-05,0.00959811541655915,24,180,2.58088996205588,24.0221675389061,HSPA9;CEBPB;ARHGEF12;KSR1;NFYC;ITGB2;RHOA;MALT1;MAPK9;FCGR3A;PPP3CB;CASP8;HLA-DMB;CLEC7A;IRAK2;LAMP2;HLA-DPB1;HLA-DRA;PIK3C3;CD14;CALM1;BID;FCGR1A;RAB5A
36690,Reactome_2016,0,Adaptive Immune System Homo sapiens R-HSA-1280218,9.25349135413919e-05,0.0096267155054228,69,762,1.6905935186309,15.7021050304953,PRR5;ARF1;LRSAM1;SIGLEC9;AHCYL1;UBE3D;CD81;YWHAB;ITGB2;CLTA;FCGR3A;HERC3;RNF114;TRIM4;AP1G1;RNF19A;PSMD1;CTSH;MAP3K7;CXADR;FBXW8;CD300A;UBE4A;FRS2;YWHAZ;DYNC1LI2;TYROBP;CANX;BTK;ANAPC5;DYNC1I2;SEC23A;PHLPP1;PSMD14;MGRN1;UBA6;PDGFB;UBR4;KLC1;RNF4;MALT1;RASGRP3;PSMB7;PPP2CB;HLA-DMB;BTBD1;RNF217;UBC;RBBP6;CSK;PSMF1;FCGR1A;LAIR1;HACE1;UBE2B;SIGLEC10;PTPN11;UBE2G2;MTOR;KLHL20;AGO2;CDC16;HLA-DPB1;UBA3;HLA-DRA;SIGLEC8;CALM1;FBXL4;SIPA1
5005,GO_Biological_Process_2021,5,negative regulation of amyloid precursor protein catabolic process (GO:1902992),0.00073205801504401,0.00974056811099959,5,19,8.63035264483627,62.3081323042426,ROCK1;BIN1;SORL1;RTN4;PICALM
5006,GO_Biological_Process_2021,5,regulation of RIG-I signaling pathway (GO:0039535),0.00073205801504401,0.00974056811099959,5,19,8.63035264483627,62.3081323042426,ANKRD17;USP15;SEC14L1;PUM1;PUM2
5007,GO_Biological_Process_2021,5,cytosolic transport (GO:0016482),0.00074317967679846,0.00986759964935582,13,116,3.0667012525013,22.0942721730391,SORT1;STX8;VPS13C;GAK;CCDC91;KIF16B;HEATR5B;TBC1D5;VTI1A;ERC1;EVI5;EPS15;RAB7A
8644,Reactome_2016,5,Prolonged ERK activation events Homo sapiens R-HSA-169893,0.000745983291731893,0.00988388433252384,21,242,2.31816119764101,16.692632202405,MAP2K1;CAMK2D;BRAF;IRS2;ARRB1;RASAL2;PPP2R5C;PTK2;APBB1IP;SPRED1;RAP1A;PSMA1;RASA1;AKAP9;RAPGEF1;NF1;RAPGEF2;GRB2;JAK2;SOS1;MARK3
5008,GO_Biological_Process_2021,5,negative regulation of kinase activity (GO:0033673),0.000752516609290798,0.00994941263802834,9,62,4.11588249343205,29.6017869890078,RB1;SPRED1;PTPRC;UBASH3B;GNAQ;NF1;PRKAG2;IRS2;SNCA
5009,GO_Biological_Process_2021,5,regulation of cellular component movement (GO:0051270),0.000759291305676503,0.00999680380814,8,50,4.61356932153392,33.1398453738321,LYN;SP100;CDK6;ROCK1;MYCBP2;ZSWIM6;PKN2;TGFBR1
10030,GWAS_Catalog_2019,5,Basophil percentage of white cells,0.000759291305676503,0.00999680380814,8,50,4.61356932153392,33.1398453738321,RYR1;ATP8B4;CHD7;CCDC26;BCL2;LARP4B;AFF1;RUNX1
32898,GO_Biological_Process_2021,0,mRNA processing (GO:0006397),0.000104879952884227,0.0100659528815461,34,300,2.15095430884905,19.708536500775,ZCCHC8;SF3B3;DHX9;YTHDC1;CSTF3;AKAP8L;DDX42;HNRNPR;USP39;PRPF8;ELAVL1;SYNCRIP;POLR2B;PCBP2;DHX15;SYMPK;MTREX;RPRD1A;SRSF10;CTNNBL1;RBM17;AQR;CPSF2;RBM19;THOC1;GTF2F2;HNRNPL;HNRNPK;ERCC3;RBM41;HNRNPH3;SRSF5;MNAT1;SRSF7
32899,GO_Biological_Process_2021,0,stress granule assembly (GO:0034063),0.000109423750075622,0.0100659528815461,7,21,8.32464664310954,75.923129910411,ATXN2L;DDX3X;YTHDF2;YTHDF3;CSDE1;G3BP1;CIRBP
32900,GO_Biological_Process_2021,0,mitotic nuclear membrane organization (GO:0101024),0.0001128831627216,0.0100659528815461,11,51,4.5884530141844,41.7051708992705,NUP93;AHCTF1;ANKLE2;NUP205;POM121;NUP107;SPAST;UBE2I;IST1;REEP3;NUP160
32901,GO_Biological_Process_2021,0,mitotic nuclear membrane reassembly (GO:0007084),0.0001128831627216,0.0100659528815461,11,51,4.5884530141844,41.7051708992705,NUP93;AHCTF1;ANKLE2;NUP205;POM121;NUP107;SPAST;UBE2I;IST1;REEP3;NUP160
36691,Reactome_2016,0,MyD88-independent TLR3/TLR4 cascade Homo sapiens R-HSA-166166,0.000111302340890334,0.0100659528815461,16,97,3.30332113056957,30.0709919991887,ATF1;ATF2;APP;DHX9;PTPN11;HMGB1;PPP2CB;MAPK9;TBK1;CASP8;IRAK2;UBC;RIPK1;CD14;MAP3K7;IKBKE
